"","site_location","site_name","svmp_region","contract_dnr_number","planting_date.x","planted_area_m2.x","number_shoots.x","monitoring_org","monitoring_date","veg_presence","planting_method.x","shoot_count","veg_area_m2","shoot_density_m2","days_since_planted","survival","notes.x","notes2","plantingID","planting_location_code","planting_date.y","planting_method.y","donor_site_code","subproj_code","activity_type","planting_geometry","parallel_length_m","perpendicular_length_m","plot_area_m2","planted_area_m2.y","effective_area_planted_m2","number_planting_units","number_shoots.y","plot_shoot_density_m2","planted_area_shoot_density_m2","notes.y","plt_date_match","plt_area_match","num_shoots_match","plt_method_match"
"541","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 4S - 2021","CPS","0",2021-05-13,"3",240,"DNR",2021-05-26,"absent","rebar",0,NA,NA,13,0.00166666666666667,"Zm appeared to have been decimated by crabs. Evidence of burrowing shrimp as well. Rebar was sunken into sediment. Found all but 3 rebar.",NA,"QMH_4S__2021-05-13__rebar__DPW","QMH_4S",2021-05-13,"rebar","DPW","kingco__KingCounty__unspecified","test","point",3.5,0.5,1.75,1,0.3,12,240,137.142857142857,240,"20 shoots per rebar as DuPont Wharf shoots were large (~50 cm canopy height). Plots start approximatey 5 m east of light sensor. 3rd plot east of light sensor included a base of sand (50# bag of play sand)","match","no_match","match","match"
"542","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 4S - 2021","CPS","0",2021-05-14,"3.75",375,"DNR",2021-05-26,"absent","rebar",0,NA,NA,12,0.00166666666666667,"Zm appeared to have been decimated by crabs. Evidence of burrowing shrimp as well. Rebar was sunken into sediment. Found all but 3 rebar.",NA,"QMH_4S__2021-05-13__rebar__DPW","QMH_4S",2021-05-13,"rebar","DPW","kingco__KingCounty__unspecified","test","point",3.5,0.5,1.75,1,0.3,12,240,137.142857142857,240,"20 shoots per rebar as DuPont Wharf shoots were large (~50 cm canopy height). Plots start approximatey 5 m east of light sensor. 3rd plot east of light sensor included a base of sand (50# bag of play sand)","no_match","no_match","no_match","match"
"543","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 4S - 2021","CPS","0",2021-05-14,NA,375,"DNR",2021-06-26,"absent","rebar",0,NA,NA,43,0.00166666666666667,"Zm gone, collected rebar. Lots of crabs present. Notes in Julia Ledbetter's field book.",NA,"QMH_4S__2021-05-13__rebar__DPW","QMH_4S",2021-05-13,"rebar","DPW","kingco__KingCounty__unspecified","test","point",3.5,0.5,1.75,1,0.3,12,240,137.142857142857,240,"20 shoots per rebar as DuPont Wharf shoots were large (~50 cm canopy height). Plots start approximatey 5 m east of light sensor. 3rd plot east of light sensor included a base of sand (50# bag of play sand)","no_match",NA,"no_match","match"
"544","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 4S - 2022","CPS","0",2022-05-19,"0.75",75,"DNR",2022-05-31,"absent","TERFS",NA,NA,NA,12,NA,"Crabs destroyed the eelgrass test transplants.",NA,"QMH_4S__2022-05-19__TERFS__DPW","QMH_4S",2022-05-19,"TERFS","DPW","kingco__KingCounty__unspecified","test","point",1.5,0.5,0.75,0.75,0.75,3,75,100,100,"planted 3 upside down TERFS with 25 shoots attached with hemp cord and electrical tape wrapped around a rhizome segment and metal of the TERFS. Goal was to determine if plants could survive in water column without contact with sediment. Possible stressor is grazing by crabs as observed in 2021. TERFS were placed approximately 2 m northwest of light sensor and separated by approximately 1 m.","match","match","match","match"
"545","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 5a - 2021","CPS","0",2021-05-13,"2.25",180,"DNR",2021-05-26,"absent","rebar",0,NA,NA,13,0.00166666666666667,"Zm appeared to have been decimated by crabs. Evidence of burrowing shrimp as well. Rebar was sunken into sediment. Found and removed all rebar.",NA,"QMH_5a__2021-05-13__rebar__DPW","QMH_5a",2021-05-13,"rebar","DPW","kingco__KingCounty__unspecified","test","point",2.5,0.5,1.25,0.75,0.225,9,180,144,240,"20 shoots per rebar as DuPont Wharf shoots were large (~50 cm canopy height). KC Project (IAA 93-097520) Dockton test transplant site.","match","no_match","match","match"
"546","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 5a - 2021","CPS","0",2021-05-14,"2.25",180,"DNR",2021-05-26,"absent","rebar",0,NA,NA,12,0.00166666666666667,"Zm appeared to have been decimated by crabs. Evidence of burrowing shrimp as well. Rebar was sunken into sediment. Found and removed all rebar.",NA,"QMH_5a__2021-05-13__rebar__DPW","QMH_5a",2021-05-13,"rebar","DPW","kingco__KingCounty__unspecified","test","point",2.5,0.5,1.25,0.75,0.225,9,180,144,240,"20 shoots per rebar as DuPont Wharf shoots were large (~50 cm canopy height). KC Project (IAA 93-097520) Dockton test transplant site.","no_match","no_match","match","match"
"547","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 5D - 2018","CPS","93-094344",2018-05-31,"12",600,"DNR",2018-07-16,"present","rebar",NA,NA,NA,46,NA,"DNR snorkel monitoring. Deep plants were heavily silted.",NA,"QMH_5D__2018-05-31__rebar__DMB","QMH_5D",2018-05-31,"rebar","DMB","zos_rec_ps__USFWS__PNNL","test","point",12,1,12,7.5,0.75,30,600,50,80,"base line runs 230°M; 20 shoots/rebar; 30 rebar planted on the offshore side of baseline","match","no_match","match","match"
"548","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 5D - 2018","CPS","93-094344",2018-05-31,"12",600,"PNNL",2019-04-16,"absent","rebar",0,12,0,320,0,"poor; Fines with lots of biological activity",NA,"QMH_5D__2018-05-31__rebar__DMB","QMH_5D",2018-05-31,"rebar","DMB","zos_rec_ps__USFWS__PNNL","test","point",12,1,12,7.5,0.75,30,600,50,80,"base line runs 230°M; 20 shoots/rebar; 30 rebar planted on the offshore side of baseline","match","no_match","match","match"
"549","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 5S - 2018","CPS","93-094344",2018-05-31,"12",600,"DNR",2018-07-16,"present","rebar",NA,NA,NA,46,NA,"DNR snorkel monitoring. Shallow plants looked good but water was very murky/muddy.",NA,"QMH_5S__2018-05-31__rebar__DMB","QMH_5S",2018-05-31,"rebar","DMB","zos_rec_ps__USFWS__PNNL","test","point",12,1,12,7.5,0.75,30,600,50,80,"base line runs 240°M; 20 shoots/rebar; 30 rebar planted on the offshore side of baseline","match","no_match","match","match"
"550","Quartermaster Harbor","Quartermaster Harbor - PNNL - Test Plot 5S - 2018","CPS","93-094344",2018-05-31,"12",600,"PNNL",2019-04-16,"absent","rebar",0,12,0,320,0,"poor; Fines with lots of biological activity",NA,"QMH_5S__2018-05-31__rebar__DMB","QMH_5S",2018-05-31,"rebar","DMB","zos_rec_ps__USFWS__PNNL","test","point",12,1,12,7.5,0.75,30,600,50,80,"base line runs 240°M; 20 shoots/rebar; 30 rebar planted on the offshore side of baseline","match","no_match","match","match"
"551","Quilcene Bay","Quilcene Bay - PNNL - test - 2014","HDC","IAA 12-317.1",2014-11-24,"25",500,"PNNL",2016-04-06,"absent","staple",0,25,0,499,0,"few shoots inside plot, more outside plot. More nearby but looks like a mix of Zm and Zj. Sediment very fine, makes plumes in water when hits the bottom.",NA,"QLC01__2014-11-24__staple__QLB","QLC01",2014-11-24,"staple","QLB","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"None.","match","match","match","match"
"552","Quilcene Delta","Quilcene Delta - PNNL - Middle line test plot 1 (inshore) - 2016","HDC","93-099661",2016-06-30,"4",240,"PNNL",2017-04-18,"absent","staple",0,4,0,292,0,"all anchors removed",NA,"QLC_mid1__2016-06-30__staple__QLB","QLC_mid1",2016-06-30,"staple","QLB","zos_rest_3_deltas__USACE__PNNL","test","point",2,2,4,4,0.3,60,240,60,60,"None.","match","match","match","match"
"553","Quilcene Delta","Quilcene Delta - PNNL - Middle line test plot 2 - 2016","HDC","93-099661",2016-06-30,"4",240,"PNNL",2017-04-18,"absent","staple",0,4,0,292,0,"all anchors removed",NA,"QLC_mid2__2016-06-30__staple__QLB","QLC_mid2",2016-06-30,"staple","QLB","zos_rest_3_deltas__USACE__PNNL","test","point",2,2,4,4,0.3,60,240,60,60,"None.","match","match","match","match"
"554","Quilcene Delta","Quilcene Delta - PNNL - Middle line test plot 3 (offshore) - 2016","HDC","93-099661",2016-06-30,"4",240,"PNNL",2017-04-18,"absent","staple",1,4,0.25,292,0.00416666666666667,"all anchors removed",NA,"QLC_mid3__2016-06-30__staple__QLB","QLC_mid3",2016-06-30,"staple","QLB","zos_rest_3_deltas__USACE__PNNL","test","point",2,2,4,4,0.3,60,240,60,60,"None.","match","match","match","match"
"555","Quilcene Delta","Quilcene Delta - PNNL - Northern line test plot 1 (inshore) - 2016","HDC","93-099661",2016-06-30,"4",240,"PNNL",2017-04-18,"absent","staple",2,4,0.5,292,0.00833333333333333,"1 or 2 shoots present, all anchors removed",NA,"QLC_north1__2016-06-30__staple__QLB","QLC_north1",2016-06-30,"staple","QLB","zos_rest_3_deltas__USACE__PNNL","test","point",2,2,4,4,0.3,60,240,60,60,"None.","match","match","match","match"
"556","Quilcene Delta","Quilcene Delta - PNNL - Northern line test plot 2 - 2016","HDC","93-099661",2016-06-30,"4",240,"PNNL",2017-04-18,"absent","staple",0,4,0,292,0,"all anchors removed",NA,"QLC_north2__2016-06-30__staple__QLB","QLC_north2",2016-06-30,"staple","QLB","zos_rest_3_deltas__USACE__PNNL","test","point",2,2,4,4,0.3,60,240,60,60,"None.","match","match","match","match"
"557","Quilcene Delta","Quilcene Delta - PNNL - Northern line test plot 3 (offshore) - 2016","HDC","93-099661",2016-06-30,"4",240,"PNNL",2017-04-18,"absent","staple",0,4,0,292,0,"all anchors removed",NA,"QLC_north3__2016-06-30__staple__QLB","QLC_north3",2016-06-30,"staple","QLB","zos_rest_3_deltas__USACE__PNNL","test","point",2,2,4,4,0.3,60,240,60,60,"None.","match","match","match","match"
"558","Quilcene Delta","Quilcene Delta - PNNL - Southern line test plot 1 (inshore) - 2016","HDC","93-099661",2016-06-30,"4",240,"PNNL",2017-04-18,"absent","staple",0,4,0,292,0,"all anchors removed",NA,"QLC_south1__2016-06-30__staple__QLB","QLC_south1",2016-06-30,"staple","QLB","zos_rest_3_deltas__USACE__PNNL","test","point",2,2,4,4,0.3,60,240,60,60,"None.","match","match","match","match"
"559","Quilcene Delta","Quilcene Delta - PNNL - Southern line test plot 2 - 2016","HDC","93-099661",2016-06-30,"4",240,"PNNL",2017-04-18,"absent","staple",0,4,0,292,0,"all anchors removed",NA,"QLC_south2__2016-06-30__staple__QLB","QLC_south2",2016-06-30,"staple","QLB","zos_rest_3_deltas__USACE__PNNL","test","point",2,2,4,4,0.3,60,240,60,60,"None.","match","match","match","match"
"560","Quilcene Delta","Quilcene Delta - PNNL - Southern line test plot 3 (offshore) - 2016","HDC","93-099661",2016-06-30,"4",240,"PNNL",2017-04-18,"absent","staple",1,4,0.25,292,0.00416666666666667,"all anchors removed",NA,"QLC_south3__2016-06-30__staple__QLB","QLC_south3",2016-06-30,"staple","QLB","zos_rest_3_deltas__USACE__PNNL","test","point",2,2,4,4,0.3,60,240,60,60,"None.","match","match","match","match"
"561","Skagit Delta","Skagit Delta - PNNL - test - 1 - 2016","SWH","93-099661",2016-09-08,"4",500,"PNNL",2017-08-15,"present","rebar",NA,4,0,341,NA,"hole in middle, lots of filamentous algae clumped, firm substrate",NA,"SKG_1__2016-09-08__rebar__SKB","SKG_1",2016-09-08,"rebar","SKB","zos_rest_3_deltas__USACE__PNNL","test","point",2,2,4,5,0.5,20,500,125,100,"screw anchors 3 meters apart","match","no_match","match","match"
"562","Skagit Delta","Skagit Delta - PNNL - test - 2 - 2016","SWH","93-099661",2016-09-08,"2",500,"PNNL",2017-08-15,"present","rebar",NA,2,0,341,NA,"found 1 screw anchor, more filamentous algae, not as much eelgrass but looks healthy, rebar appears to be deeper than when planted, Zm to west a bit beyond the planting",NA,"SKG_2__2016-09-08__rebar__SKB","SKG_2",2016-09-08,"rebar","SKB","zos_rest_3_deltas__USACE__PNNL","test","point",2,2,4,5,0.5,20,500,125,100,"screw anchors 2 meters apart","match","no_match","match","match"
"563","Skagit Delta","Skagit Delta - PNNL - test - 5 - 2016","SWH","93-099661",2016-09-09,"3",400,"PNNL",2017-08-15,"present","rebar",NA,3,0,340,NA,"found both screw anchors, found 1 rebar deeper than thought (~6""), lower density than previous plots, 5-10 plants per clump, plants look healthy",NA,"SKG_5__2016-09-09__rebar__SKB","SKG_5",2016-09-09,"rebar","SKB","zos_rest_3_deltas__USACE__PNNL","test","point",1.5,2,3,4,0.4,16,400,133.333333333333,100,"screw anchors 1.5 meters apart","match","no_match","match","match"
"564","Skagit Delta","Skagit Delta - PNNL - test - 6 - 2016","SWH","93-099661",2016-09-09,"3",400,"PNNL",2017-08-15,"present","rebar",NA,3,0,340,NA,"found screw anchors, most productive, Zm north of screw anchors dense and long, south of screw anchors sparse",NA,"SKG_6__2016-09-09__rebar__SKB","SKG_6",2016-09-09,"rebar","SKB","zos_rest_3_deltas__USACE__PNNL","test","point",1.5,2,3,4,0.4,16,400,133.333333333333,100,"screw anchors 1.5 meters apart","match","no_match","match","match"
"565","Stretch Island","Stretch Island - PNNL - test - 2015","CPS","IAA 12-317.1",2015-03-12,"25",500,"DNR",2016-07-02,"absent","staple",0,NA,NA,478,0,"DNR snorkel monitoring. No plants observed. Gear removed.",NA,"STI__2015-03-12__staple__WNB","STI",2015-03-12,"staple","WNB","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"""mega""-bundles were planted with 260 shoots on 26 staples outside of the plot 4 m west of the SW corner, at -1.5m, MLLW","match","match","match","match"
"566","Taylor Bay","Taylor Bay North - HC - test - 2016","CPS","SC 16-17",2016-05-19,"75",780,"DNR",2016-07-06,"present","burlap",NA,NA,NA,48,NA,"DNR snorkel monitoring. Zm test-transplants did not look good. Maybe an algae depositional zone. Not recommended for a large scale transplant.",NA,"TAY_L1__2016-05-19__burlap__RKB","TAY_L1",2016-05-19,"burlap","RKB","zos_rest_ps__WDFW__Hart Crowser","test","line",25,5,125,75,9.75,156,780,6.24,10.4,"transect line that includes 3 test plots","match","match","match","match"
"567","Taylor Bay","Taylor Bay North - HC - test - 2016","CPS","SC 16-17",2016-05-19,"75",780,"HC",2017-07-18,"absent","burlap",0,NA,NA,425,0,"No Zm observed. Thick ulva cover. Removed ground tackle.",NA,"TAY_L1__2016-05-19__burlap__RKB","TAY_L1",2016-05-19,"burlap","RKB","zos_rest_ps__WDFW__Hart Crowser","test","line",25,5,125,75,9.75,156,780,6.24,10.4,"transect line that includes 3 test plots","match","match","match","match"
"568","Westcott Bay","Westcott Bay - Bell Point North - DNR - test - 2020-Dumas","SJS","0",2020-08-01,"2",640,"PNNL",2020-10-02,"present","rebar",223,2,111.5,62,0.3484375,"visability poor - hard to see what is being counted; Sue taking pictures; JV swapping out sensor array from Jeff G @ 12:33; eelgrass stops b/w 17-18m - JV - West Plot; Sue sees a little bit of eelgrass (26 shoots) and some rebar by 1m point - mid plot 10:33 on the inshore side, 10ft depth -ss; 10ft @ far end and not a lot of eelgrass, 10ft depth - JV",NA,"WES_test_1__2020-08-01__rebar__DMB","WES_test_1",2020-08-01,"rebar","DMB","zos_rec_sji__DNR__unspecified","test","line",14,1,14,6,0.6,24,640,45.7142857142857,106.666666666667,"GPS marks the 0 m helical anchor. Another helical is set at 14 m (48.59399, -123.15520). Planting started at 2 m and ended at 10 m to keep transplants 2 m away from helicals at the end of the 14 m transect. Eelgrass harvested from the Shannon Point Marine Center mesocosms on 31 Jul 2020.","match","no_match","match","match"
"569","Westcott Bay","Westcott Bay - Bell Point North - DNR - test - 2020-Fay","SJS","0",2020-08-01,"0.25",60,"PNNL",2020-10-02,"present","rebar",13,0.25,52,62,0.216666666666667,NA,NA,"WES_test_1__2020-08-01__rebar__FYB","WES_test_1",2020-08-01,"rebar","FYB","zos_rec_sji__DNR__unspecified","test","line",14,1,14,0.75,0.075,3,60,4.28571428571429,80,"GPS marks the 0 m helical anchor. Another helical is set at 14 m (48.59399, -123.15520). Planting started at 2 m and ended at 10 m to keep transplants 2 m away from helicals at the end of the 14 m transect. Eelgrass harvested from the Shannon Point Marine Center mesocosms on 31 Jul 2020.","match","no_match","match","match"
"570","Westcott Bay","Westcott Bay - Bell Point North - DNR - test - 2020-Henry","SJS","0",2020-08-01,"0.75",135,"PNNL",2020-10-02,"present","rebar",85,0.75,113.333333333333,62,0.62962962962963,NA,NA,"WES_test_1__2020-08-01__rebar__HRI","WES_test_1",2020-08-01,"rebar","HRI","zos_rec_sji__DNR__unspecified","test","line",14,1,14,2.25,0.225,9,135,9.64285714285714,60,"GPS marks the 0 m helical anchor. Another helical is set at 14 m (48.59399, -123.15520). Planting started at 2 m and ended at 10 m to keep transplants 2 m away from helicals at the end of the 14 m transect. Eelgrass harvested from the Pacific Northwest National Laboratory mesocosms on 31 July 2020.","match","no_match","match","match"
"571","Westcott Bay","Westcott Bay - Bell Point North - DNR - test - 2020-Mixed","SJS","0",2020-08-01,"0.75",275,"PNNL",2020-10-02,"present","rebar",54,0.75,72,62,0.196363636363636,NA,NA,"WES_test_1__2020-08-01__rebar__Mix","WES_test_1",2020-08-01,"rebar","Mix","zos_rec_sji__DNR__unspecified","test","line",14,1,14,2.25,0.225,9,275,19.6428571428571,122.222222222222,"GPS marks the 0 m helical anchor. Another helical is set at 14 m (48.59399, -123.15520). Planting started at 2 m and ended at 10 m to keep transplants 2 m away from helicals at the end of the 14 m transect. Eelgrass harvested from the Shannon Point Marine Center mesocosms on 31 Jul 2020.","match","no_match","match","match"
"572","Westcott Bay","Westcott Bay - Bell Point North - DNR - test - 2020-Ship","SJS","0",2020-08-01,"1.25",210,"PNNL",2020-10-02,"present","rebar",84,1.25,67.2,62,0.4,NA,NA,"WES_test_1__2020-08-01__rebar__SHH","WES_test_1",2020-08-01,"rebar","SHH","zos_rec_sji__DNR__unspecified","test","line",14,1,14,3.75,0.375,15,210,15,56,"GPS marks the 0 m helical anchor. Another helical is set at 14 m (48.59399, -123.15520). Planting started at 2 m and ended at 10 m to keep transplants 2 m away from helicals at the end of the 14 m transect. Eelgrass harvested from the Shannon Point Marine Center mesocosms on 31 Jul 2020.","match","no_match","match","match"
"573","Westcott Bay","Westcott Bay - PNNL - Test Plot A - 2017","SJS","93-094344",2017-06-01,"6.25",500,"PNNL",2017-10-04,"present","rebar",223,6.25,35.68,125,0.446,"visibility poor (~1'), divers counting by feeling shoots, gracilaria in plot",NA,"WES_A__2017-06-01__rebar__Mix","WES_A",2017-06-01,"rebar","Mix","zos_rec_ps__USFWS__PNNL","test","point",2.5,2.5,6.25,5,0.5,20,500,80,100,"None.","match","no_match","match","match"
"574","Westcott Bay","Westcott Bay - PNNL - Test Plot A - 2017","SJS","93-094344",2017-06-01,"6.25",500,"PNNL",2018-03-29,"present","rebar",63,6.25,10.08,301,0.126,"Eelgrass that was present looked good 60-75cm long wide blades, standing upright. Diatoms covering sed but not plants so much.",NA,"WES_A__2017-06-01__rebar__Mix","WES_A",2017-06-01,"rebar","Mix","zos_rec_ps__USFWS__PNNL","test","point",2.5,2.5,6.25,5,0.5,20,500,80,100,"None.","match","no_match","match","match"
"575","Westcott Bay","Westcott Bay - PNNL - Test Plot A - 2017","SJS","93-094344",2017-06-01,"6.25",500,"PNNL",2018-07-11,"present","rebar",30,6.25,4.8,405,0.06,"Snorkel survey; shoot count approximate. Plants may be affected by kelp on nearby rock. Surviving plants looked healthy but not as long as at B & C. NOTE: Existing eelgrass near plot A is at ~-7 ft, MLLW; our plantings were at ~-5 ft, MLLW.",NA,"WES_A__2017-06-01__rebar__Mix","WES_A",2017-06-01,"rebar","Mix","zos_rec_ps__USFWS__PNNL","test","point",2.5,2.5,6.25,5,0.5,20,500,80,100,"None.","match","no_match","match","match"
"576","Westcott Bay","Westcott Bay - PNNL - Test Plot A - 2017","SJS","93-094344",2017-06-01,"5",500,"PNNL",2020-10-02,"present","rebar",23,5,4.6,1219,0.046,"Monitoring PNNL test plots A,B,C (plot D was found to have no eelgrass on last trip 5/31/19); Not many boats in Bay but Sue S commented that she was here a weekend in Aug and it was like a boat ""parking lot"" - wall-to-wall boats; Visability very low; Cannot see bottom in 5' of water; Scum on surface; 6 shoots on inshore side of plot (outside plot); 8 shoots on inshore side of plot; little bit of kelp",NA,"WES_A__2017-06-01__rebar__Mix","WES_A",2017-06-01,"rebar","Mix","zos_rec_ps__USFWS__PNNL","test","point",2.5,2.5,6.25,5,0.5,20,500,80,100,"None.","match","match","match","match"
"577","Westcott Bay","Westcott Bay - PNNL - Test Plot B - 2017","SJS","93-094344",2017-06-01,"6.25",500,"PNNL",2017-10-04,"present","rebar",352,6.25,56.32,125,0.704,"eelgrass healthy, wide, long blades (70-80cm), some epiphyte growth",NA,"WES_B__2017-06-01__rebar__BPT","WES_B",2017-06-01,"rebar","BPT","zos_rec_ps__USFWS__PNNL","test","point",2.5,2.5,6.25,5,0.5,20,500,80,100,"None.","match","no_match","match","match"
"578","Westcott Bay","Westcott Bay - PNNL - Test Plot B - 2017","SJS","93-094344",2017-06-01,"6.25",500,"PNNL",2018-03-29,"present","rebar",131,6.25,20.96,301,0.262,"Same notes for Plot A",NA,"WES_B__2017-06-01__rebar__BPT","WES_B",2017-06-01,"rebar","BPT","zos_rec_ps__USFWS__PNNL","test","point",2.5,2.5,6.25,5,0.5,20,500,80,100,"None.","match","no_match","match","match"
"579","Westcott Bay","Westcott Bay - PNNL - Test Plot B - 2017","SJS","93-094344",2017-06-01,"6.25",500,"PNNL",2018-07-11,"present","rebar",80,6.25,12.8,405,0.16,"Snorkel survey; shoot count approximate. Twice as many shoots as at C. More contiguous patch, maybe 60% of area with lots of shoots. Shoots >1m in length and healthy. Better than in spring.",NA,"WES_B__2017-06-01__rebar__BPT","WES_B",2017-06-01,"rebar","BPT","zos_rec_ps__USFWS__PNNL","test","point",2.5,2.5,6.25,5,0.5,20,500,80,100,"None.","match","no_match","match","match"
"580","Westcott Bay","Westcott Bay - PNNL - Test Plot B - 2017","SJS","93-094344",2017-06-01,"5",500,"PNNL",2020-10-02,"present","rebar",108,5,21.6,1219,0.216,"Sue found screw anchor; (2.0-2.5: 1 shoot inshore); (0-0.5: evenly spread along length, 7 shoots inshore ~70cm tall); 11 shoots total offshore-spread srovn[sp?] plot; no algae; vis~6'; all shoots 0.5-0.75m tall look wide+healthy; some small amt of sheen noticable on water from our engine",NA,"WES_B__2017-06-01__rebar__BPT","WES_B",2017-06-01,"rebar","BPT","zos_rec_ps__USFWS__PNNL","test","point",2.5,2.5,6.25,5,0.5,20,500,80,100,"None.","match","match","match","match"
"581","Westcott Bay","Westcott Bay - PNNL - Test Plot C - 2017","SJS","93-094344",2017-06-02,"6.25",475,"PNNL",2017-10-04,"present","rebar",244,6.25,39.04,124,0.513684210526316,"visibility very poor, Zm length similar to plots A and B, sediment similar to plots A and B",NA,"WES_C__2017-06-02__rebar__MTB","WES_C",2017-06-02,"rebar","MTB","zos_rec_ps__USFWS__PNNL","test","point",2.5,2.5,6.25,4.75,0.475,19,475,76,100,"None.","match","no_match","match","match"
"582","Westcott Bay","Westcott Bay - PNNL - Test Plot C - 2017","SJS","93-094344",2017-06-02,"6.25",475,"PNNL",2018-03-29,"present","rebar",65,6.25,10.4,300,0.136842105263158,"Eelgrass wide and green, 20-50 cm tall. Sediment softer than at A and B, penitration to 3-4 inches. Some blades buried in sed at the top or middle of the plants.",NA,"WES_C__2017-06-02__rebar__MTB","WES_C",2017-06-02,"rebar","MTB","zos_rec_ps__USFWS__PNNL","test","point",2.5,2.5,6.25,4.75,0.475,19,475,76,100,"None.","match","no_match","match","match"
"583","Westcott Bay","Westcott Bay - PNNL - Test Plot C - 2017","SJS","93-094344",2017-06-02,"6.25",475,"PNNL",2018-07-11,"present","rebar",40,6.25,6.4,404,0.0842105263157895,"Snorkel survey; shoot count approximate. Two clumps that survived, shoots ~ arm length and wide. Surviving plants look healthy so maybe not a light issue but maybe sediment.",NA,"WES_C__2017-06-02__rebar__MTB","WES_C",2017-06-02,"rebar","MTB","zos_rec_ps__USFWS__PNNL","test","point",2.5,2.5,6.25,4.75,0.475,19,475,76,100,"None.","match","no_match","match","match"
"584","Westcott Bay","Westcott Bay - PNNL - Test Plot C - 2017","SJS","93-094344",2017-06-02,"4.75",475,"PNNL",2020-10-02,"absent","rebar",0,4.75,0,1218,0,"Found screw anchor but NO EELGRASS; 0.5*1m clump of macroalgae -green, string, moundy like in our big tank",NA,"WES_C__2017-06-02__rebar__MTB","WES_C",2017-06-02,"rebar","MTB","zos_rec_ps__USFWS__PNNL","test","point",2.5,2.5,6.25,4.75,0.475,19,475,76,100,"None.","match","match","match","match"
"585","Westcott Bay","Westcott Bay - PNNL - Test Plot D - 2017","SJS","93-094344",2017-06-02,"7.5",618,"PNNL",2017-10-04,"present","rebar",304,7.5,40.5333333333333,124,0.491909385113269,"visibility 1.8m, plants look good, some kelp",NA,"WES_D__2017-06-02__rebar__HRI","WES_D",2017-06-02,"rebar","HRI","zos_rec_ps__USFWS__PNNL","test","point",3,2.5,7.5,6.18,0.618,24.72,618,82.4,100,"None.","match","no_match","match","match"
"586","Westcott Bay","Westcott Bay - PNNL - Test Plot D - 2017","SJS","93-094344",2017-06-02,"7.5",618,"PNNL",2018-03-29,"present","rebar",72,7.5,9.6,300,0.116504854368932,"This plot had 625 shoots to start with so survival lower. More flocculents on surface. Sediment mucky, with clams or other hard substrate underneath. Diatoms on sed and older leaves. leaf tips or middles were buried.",NA,"WES_D__2017-06-02__rebar__HRI","WES_D",2017-06-02,"rebar","HRI","zos_rec_ps__USFWS__PNNL","test","point",3,2.5,7.5,6.18,0.618,24.72,618,82.4,100,"None.","match","no_match","match","match"
"587","Westcott Bay","Westcott Bay - PNNL - Test Plot D - 2017","SJS","93-094344",2017-06-02,"7.5",618,"PNNL",2018-07-11,"absent","rebar",0,7.5,0,404,0,"Snorkeling and could not find plot. Tried twice and no sign of plants or screw anchor. JV found sheet of something sticking out of sediment. Sediment a little finer and more anoxic than the other plots.",NA,"WES_D__2017-06-02__rebar__HRI","WES_D",2017-06-02,"rebar","HRI","zos_rec_ps__USFWS__PNNL","test","point",3,2.5,7.5,6.18,0.618,24.72,618,82.4,100,"None.","match","no_match","match","match"
"588","Westcott Bay","Westcott Bay East - PNNL - test - 2013","SJS","IAA 12-317",2013-06-14,"25",448,"PNNL",2013-12-13,"absent","staple",0,25,0,182,0,NA,NA,"WES_east__2013-06-14__staple__PNT","WES_east",2013-06-14,"staple","PNT","twentypc__WDFW__PNNL","test","point",5,95,475,25,0.56,112,448,0.943157894736842,17.92,"head of bay, planted along a depth gradient from -4.0' to -6.0'","match","match","match","match"
"589","Westcott Bay","Westcott Bay East - PNNL - test - 2013","SJS","IAA 12-317",2013-06-14,"25",448,"PNNL",2014-03-11,"absent","staple",0,25,0,270,0,NA,NA,"WES_east__2013-06-14__staple__PNT","WES_east",2013-06-14,"staple","PNT","twentypc__WDFW__PNNL","test","point",5,95,475,25,0.56,112,448,0.943157894736842,17.92,"head of bay, planted along a depth gradient from -4.0' to -6.0'","match","match","match","match"
"590","Westcott Bay","Westcott Bay West - PNNL - test - 2013","SJS","IAA 12-317",2013-06-14,"25",472,"PNNL",2013-12-13,"present","staple",NA,25,0,182,NA,"shoot lengths variable from 0.25m - 0.5m, plants present at each depth",NA,"WES_west__2013-06-14__staple__PNT","WES_west",2013-06-14,"staple","PNT","twentypc__WDFW__PNNL","test","point",5,57,285,25,0.59,118,472,1.65614035087719,18.88,"middle of bay, planted along a depth gradient from -5.0' to -9.0'","match","match","match","match"
